0,0,0,quantité,date
2263,2,14,24,2020-09-04
2264,16,4,33,2020-09-04
2265,8,16,8,2020-09-04
2266,5,15,25,2020-09-04
2267,99,6,45,2020-09-04
2268,29,9,5,2020-09-05
2269,24,18,42,2020-09-05
2270,12,4,18,2020-09-05
2271,6,11,36,2020-09-05
2272,16,3,10,2020-09-05
2273,3,15,31,2020-09-05
2274,71,9,34,2020-09-06
2275,18,26,43,2020-09-06
2276,70,4,3,2020-09-06
2277,55,30,21,2020-09-06
2278,75,11,44,2020-09-06
2279,16,12,15,2020-09-06
2280,55,2,8,2020-09-06
2281,17,3,50,2020-09-06
2282,59,12,47,2020-09-07
2283,13,13,4,2020-09-07
2284,4,10,16,2020-09-07
2285,5,2,43,2020-09-07
2286,13,16,32,2020-09-07
2287,3,30,16,2020-09-07
2288,1,24,41,2020-09-07
2289,19,4,41,2020-09-07
2290,9,18,46,2020-09-07
2291,5,1,10,2020-09-07
2292,11,21,4,2020-09-07
2293,16,13,19,2020-09-07
2294,16,5,46,2020-09-07
2295,5,15,15,2020-09-07
2296,54,6,40,2020-09-08
2297,56,14,17,2020-09-08
2298,19,1,10,2020-09-08
2299,16,15,7,2020-09-08
2300,8,12,49,2020-09-08
2301,78,27,5,2020-09-08
2302,95,18,38,2020-09-08
2303,8,10,35,2020-09-08
2304,87,28,12,2020-09-08
2305,96,11,37,2020-09-08
2306,55,15,48,2020-09-08
2307,34,11,31,2020-09-09
2308,34,2,8,2020-09-09
2309,30,6,33,2020-09-09
2310,72,22,22,2020-09-09
2311,35,8,45,2020-09-09
2312,1,7,36,2020-09-09
2313,16,15,50,2020-09-09
2314,82,16,18,2020-09-09
2315,50,4,31,2020-09-09
2316,8,1,37,2020-09-10
2317,1,6,23,2020-09-10
2318,32,3,34,2020-09-10
2319,90,30,42,2020-09-10
2320,16,15,49,2020-09-10
2321,80,28,15,2020-09-10
2322,16,9,21,2020-09-10
2323,55,5,49,2020-09-11
2324,7,28,7,2020-09-11
2325,20,14,21,2020-09-11
2326,1,27,13,2020-09-11
2327,42,18,40,2020-09-11
2328,35,9,43,2020-09-11
2329,23,3,13,2020-09-11
2330,68,27,39,2020-09-11
2331,76,11,9,2020-09-11
2332,55,11,5,2020-09-12
2333,13,8,17,2020-09-12
2334,54,1,10,2020-09-12
2335,5,15,7,2020-09-12
2336,96,26,25,2020-09-12
2337,97,12,49,2020-09-12
2338,55,6,9,2020-09-12
2339,67,31,47,2020-09-12
2340,2,4,40,2020-09-13
2341,92,10,39,2020-09-13
2342,16,4,24,2020-09-13
2343,48,6,20,2020-09-13
2344,4,5,12,2020-09-13
2345,14,5,16,2020-09-14
2346,44,27,48,2020-09-14
2347,16,3,9,2020-09-14
2348,16,5,31,2020-09-14
2349,62,18,27,2020-09-14
2350,49,11,41,2020-09-14
2351,22,5,21,2020-09-14
2352,41,8,21,2020-09-15
2353,29,14,3,2020-09-15
2354,50,18,30,2020-09-15
2355,71,13,47,2020-09-15
2356,57,10,31,2020-09-15
2357,43,27,30,2020-09-15
2358,28,14,9,2020-09-15
2359,15,14,11,2020-09-15
2360,26,22,23,2020-09-15
2361,2,7,25,2020-09-15
2362,63,15,37,2020-09-16
2363,84,27,21,2020-09-16
2364,77,8,45,2020-09-16
2365,5,15,10,2020-09-16
2366,24,4,2,2020-09-16
2367,52,31,20,2020-09-16
2368,82,23,36,2020-09-16
2369,70,8,41,2020-09-16
2370,56,15,13,2020-09-16
2371,40,14,9,2020-09-17
2372,3,21,9,2020-09-17
2373,52,6,24,2020-09-17
2374,78,27,15,2020-09-17
2375,71,8,31,2020-09-18
2376,42,5,34,2020-09-18
2377,8,23,49,2020-09-18
2378,54,7,15,2020-09-18
2379,55,14,36,2020-09-18
2380,3,18,11,2020-09-18
2381,16,15,46,2020-09-18
2382,90,17,14,2020-09-18
2383,70,12,6,2020-09-18
2384,5,9,32,2020-09-18
2385,26,5,8,2020-09-19
2386,16,14,42,2020-09-19
2387,8,2,38,2020-09-19
2388,4,19,33,2020-09-20
2389,19,6,22,2020-09-20
2390,63,9,44,2020-09-20
2391,17,27,2,2020-09-21
2392,19,30,44,2020-09-21
2393,86,15,38,2020-09-21
2394,5,6,24,2020-09-21
2395,16,16,45,2020-09-21
2396,24,1,10,2020-09-21
2397,27,28,22,2020-09-21
2398,66,4,50,2020-09-21
2399,63,12,6,2020-09-22
2400,31,10,41,2020-09-22
2401,5,19,16,2020-09-22
2402,96,8,34,2020-09-22
2403,60,9,35,2020-09-22
2404,5,27,25,2020-09-22
2405,8,15,16,2020-09-22
2406,66,27,15,2020-09-22
2407,56,10,2,2020-09-22
2408,97,18,20,2020-09-23
2409,16,5,50,2020-09-23
2410,8,17,16,2020-09-23
2411,27,8,13,2020-09-23
2412,14,13,36,2020-09-23
2413,26,23,14,2020-09-23
2414,26,8,37,2020-09-23
2415,5,6,46,2020-09-23
2416,43,24,6,2020-09-23
2417,88,18,30,2020-09-23
2418,8,28,17,2020-09-23
2419,80,13,31,2020-09-23
2420,54,14,13,2020-09-24
2421,91,2,33,2020-09-24
2422,50,27,21,2020-09-24
2423,25,2,23,2020-09-24
2424,19,17,46,2020-09-24
2425,3,6,20,2020-09-24
2426,15,1,48,2020-09-24
2427,68,2,15,2020-09-24
2428,26,11,36,2020-09-24
2429,88,6,37,2020-09-24
2430,5,13,26,2020-09-24
2431,25,24,41,2020-09-24
2432,26,6,38,2020-09-24
2433,67,2,15,2020-09-25
2434,12,12,20,2020-09-25
2435,34,15,48,2020-09-25
2436,1,14,38,2020-09-25
2437,19,10,5,2020-09-25
2438,85,26,29,2020-09-25
2439,35,14,3,2020-09-25
2440,56,13,25,2020-09-25
2441,16,28,49,2020-09-25
2442,16,14,40,2020-09-25
2443,71,15,32,2020-09-25
2444,62,16,23,2020-09-26
2445,41,15,3,2020-09-26
2446,10,1,40,2020-09-26
2447,46,28,22,2020-09-26
2448,1,29,45,2020-09-26
2449,55,15,29,2020-09-26
2450,54,18,31,2020-09-27
2451,28,27,22,2020-09-27
2452,79,17,25,2020-09-27
2453,36,27,11,2020-09-27
2454,13,10,17,2020-09-28
2455,55,11,16,2020-09-28
2456,38,9,20,2020-09-28
2457,79,1,4,2020-09-28
2458,4,3,36,2020-09-28
2459,16,4,3,2020-09-28
2460,5,28,50,2020-09-28
2461,8,21,50,2020-09-28
2462,26,1,25,2020-09-29
2463,43,15,4,2020-09-29
2464,1,28,29,2020-09-29
2465,65,14,19,2020-09-29
2466,16,18,38,2020-09-29
2467,16,13,29,2020-09-29
2468,3,15,21,2020-09-29
2469,26,9,16,2020-09-29
2470,19,15,28,2020-09-29
2471,52,11,1,2020-09-29
2472,31,31,36,2020-09-29
2473,95,27,50,2020-09-30
2474,5,6,39,2020-09-30
2475,40,27,39,2020-09-30
2476,77,28,44,2020-09-30
2477,26,18,41,2020-09-30
2478,14,16,41,2020-10-01
2479,5,17,49,2020-10-01
2480,5,8,39,2020-10-01
2481,8,30,47,2020-10-01
2482,1,8,15,2020-10-01
2483,14,9,44,2020-10-01
2484,72,6,14,2020-10-01
2485,90,30,15,2020-10-01
2486,91,13,40,2020-10-01
2487,36,11,13,2020-10-02
2488,19,15,15,2020-10-02
2489,7,2,6,2020-10-02
2490,26,27,43,2020-10-02
2491,23,19,33,2020-10-02
2492,55,27,19,2020-10-02
2493,5,8,43,2020-10-02
2494,8,28,44,2020-10-02
2495,5,7,24,2020-10-02
2496,3,3,13,2020-10-02
2497,38,14,27,2020-10-02
2498,56,15,15,2020-10-02
2499,66,20,24,2020-10-02
2500,5,1,49,2020-10-03
2501,5,5,13,2020-10-03
2502,26,1,20,2020-10-03
2503,16,16,27,2020-10-03
2504,11,20,45,2020-10-03
2505,68,1,19,2020-10-03
2506,1,8,4,2020-10-03
2507,16,28,40,2020-10-03
2508,41,27,24,2020-10-03
2509,96,14,44,2020-10-03
2510,8,6,1,2020-10-03
2511,55,14,9,2020-10-03
2512,33,26,4,2020-10-03
2513,14,27,37,2020-10-03
2514,90,6,22,2020-10-04
2515,9,1,2,2020-10-04
2516,80,1,9,2020-10-04
2517,27,8,43,2020-10-04
2518,37,16,28,2020-10-04
2519,5,7,26,2020-10-04
2520,13,28,44,2020-10-04
2521,12,9,30,2020-10-04
2522,19,11,41,2020-10-04
2523,55,13,43,2020-10-04
2524,68,1,3,2020-10-05
2525,66,8,2,2020-10-05
2526,20,27,1,2020-10-05
2527,16,8,15,2020-10-05
2528,25,14,19,2020-10-05
2529,41,31,5,2020-10-06
2530,27,10,28,2020-10-06
2531,5,23,40,2020-10-06
2532,76,16,11,2020-10-06
2533,11,16,35,2020-10-06
2534,55,3,34,2020-10-06
2535,5,3,30,2020-10-06
2536,26,1,19,2020-10-06
2537,8,9,48,2020-10-06
2538,3,8,16,2020-10-06
2539,26,9,37,2020-10-07
2540,80,15,21,2020-10-07
2541,51,1,11,2020-10-07
2542,5,1,47,2020-10-07
2543,5,27,28,2020-10-07
2544,5,4,50,2020-10-07
2545,8,9,6,2020-10-08
2546,50,27,48,2020-10-08
2547,7,15,44,2020-10-08
2548,8,14,27,2020-10-08
2549,5,28,28,2020-10-08
2550,5,16,30,2020-10-08
2551,1,21,48,2020-10-08
2552,83,15,25,2020-10-08
2553,75,13,13,2020-10-08
2554,28,6,49,2020-10-09
2555,16,8,16,2020-10-09
2556,5,2,3,2020-10-09
2557,66,10,15,2020-10-09
2558,1,8,12,2020-10-09
2559,82,13,22,2020-10-09
2560,4,3,12,2020-10-09
2561,4,10,9,2020-10-09
2562,55,21,41,2020-10-10
2563,58,14,10,2020-10-10
2564,53,27,15,2020-10-10
2565,40,30,45,2020-10-10
2566,75,1,22,2020-10-11
2567,5,18,44,2020-10-11
2568,10,3,35,2020-10-11
2569,36,7,39,2020-10-11
2570,8,28,25,2020-10-11
2571,73,1,27,2020-10-12
2572,25,27,36,2020-10-12
2573,5,14,38,2020-10-12
2574,33,6,43,2020-10-12
2575,23,23,9,2020-10-12
2576,51,3,14,2020-10-12
2577,49,8,8,2020-10-12
2578,16,28,45,2020-10-12
2579,28,3,18,2020-10-12
2580,78,13,17,2020-10-12
2581,1,28,27,2020-10-13
2582,53,4,43,2020-10-13
2583,50,1,28,2020-10-13
2584,100,17,13,2020-10-13
2585,1,19,42,2020-10-13
2586,26,10,22,2020-10-13
2587,41,27,43,2020-10-13
2588,8,10,8,2020-10-13
2589,68,28,22,2020-10-13
2590,73,13,23,2020-10-13
2591,4,3,50,2020-10-13
2592,9,9,43,2020-10-14
2593,100,8,16,2020-10-14
2594,41,15,41,2020-10-14
2595,25,5,36,2020-10-14
2596,62,13,45,2020-10-14
2597,80,19,42,2020-10-14
2598,71,1,41,2020-10-14
2599,60,15,43,2020-10-14
2600,8,29,13,2020-10-14
2601,16,11,46,2020-10-15
2602,55,9,2,2020-10-15
2603,39,15,49,2020-10-15
2604,63,3,50,2020-10-15
2605,71,8,9,2020-10-15
2606,5,6,13,2020-10-16
2607,5,8,49,2020-10-16
2608,16,24,31,2020-10-16
2609,67,28,24,2020-10-16
2610,8,16,2,2020-10-16
2611,88,27,14,2020-10-16
2612,5,16,33,2020-10-16
2613,44,10,22,2020-10-16
2614,19,8,36,2020-10-17
2615,55,20,40,2020-10-17
2616,52,11,24,2020-10-17
2617,6,3,41,2020-10-17
2618,55,6,44,2020-10-18
2619,88,24,19,2020-10-18
2620,16,14,20,2020-10-18
2621,14,9,38,2020-10-18
2622,17,29,5,2020-10-18
2623,8,18,2,2020-10-18
2624,12,5,43,2020-10-18
2625,5,9,48,2020-10-18
2626,39,30,2,2020-10-18
2627,73,16,11,2020-10-18
2628,5,29,50,2020-10-18
2629,5,8,7,2020-10-19
2630,55,12,1,2020-10-19
2631,89,15,28,2020-10-19
2632,4,19,18,2020-10-19
2633,19,28,38,2020-10-19
2634,94,1,30,2020-10-19
2635,55,9,22,2020-10-19
2636,70,11,47,2020-10-19
2637,59,9,1,2020-10-19
2638,38,31,42,2020-10-20
2639,63,7,31,2020-10-20
2640,43,15,21,2020-10-20
2641,24,18,19,2020-10-20
2642,16,13,6,2020-10-20
2643,78,2,17,2020-10-20
2644,79,12,18,2020-10-20
2645,71,24,21,2020-10-20
2646,50,1,21,2020-10-20
2647,5,5,19,2020-10-20
2648,55,20,35,2020-10-21
2649,63,1,13,2020-10-21
2650,7,6,50,2020-10-21
2651,88,6,32,2020-10-21
2652,3,27,9,2020-10-22
2653,54,6,33,2020-10-22
2654,51,4,28,2020-10-22
2655,83,3,23,2020-10-22
2656,49,20,23,2020-10-22
2657,33,23,36,2020-10-22
2658,29,6,35,2020-10-22
2659,3,4,13,2020-10-22
2660,5,15,13,2020-10-22
2661,42,17,13,2020-10-22
2662,16,13,24,2020-10-22
2663,8,27,44,2020-10-23
2664,6,16,9,2020-10-23
2665,13,16,4,2020-10-23
2666,22,2,38,2020-10-23
2667,5,23,1,2020-10-24
2668,63,9,50,2020-10-24
2669,54,6,11,2020-10-24
2670,5,3,49,2020-10-24
2671,5,19,25,2020-10-24
2672,51,1,6,2020-10-24
2673,53,14,25,2020-10-24
2674,98,24,40,2020-10-25
2675,26,13,25,2020-10-25
2676,13,18,19,2020-10-25
2677,5,6,46,2020-10-25
2678,52,7,23,2020-10-25
2679,45,12,37,2020-10-25
2680,43,8,8,2020-10-25
2681,56,16,32,2020-10-26
2682,71,30,25,2020-10-26
2683,42,9,9,2020-10-26
2684,46,6,44,2020-10-26
2685,70,18,45,2020-10-26
2686,16,23,41,2020-10-26
2687,52,2,10,2020-10-26
2688,67,13,50,2020-10-26
2689,19,20,7,2020-10-26
2690,94,2,46,2020-10-26
2691,19,9,42,2020-10-26
2692,5,1,30,2020-10-27
2693,33,15,47,2020-10-27
2694,66,19,8,2020-10-27
2695,5,9,27,2020-10-27
2696,55,13,5,2020-10-27
2697,10,15,38,2020-10-27
2698,43,6,41,2020-10-27
2699,99,5,1,2020-10-27
2700,55,16,14,2020-10-27
2701,18,14,44,2020-10-27
2702,49,6,37,2020-10-28
2703,5,4,1,2020-10-28
2704,75,28,5,2020-10-28
2705,2,9,24,2020-10-28
2706,22,16,19,2020-10-28
2707,19,10,42,2020-10-28
2708,26,4,11,2020-10-28
2709,2,28,3,2020-10-28
2710,51,14,19,2020-10-29
2711,16,12,37,2020-10-29
2712,5,8,39,2020-10-29
2713,5,31,37,2020-10-29
2714,15,20,10,2020-10-29
2715,13,8,15,2020-10-29
2716,10,13,22,2020-10-29
2717,13,11,22,2020-10-29
2718,94,16,16,2020-10-29
2719,55,15,49,2020-10-30
2720,50,9,40,2020-10-30
2721,88,14,25,2020-10-30
2722,16,19,23,2020-10-30
2723,25,14,12,2020-10-30
2724,8,16,6,2020-10-30
2725,91,30,18,2020-10-30
2726,57,4,11,2020-10-31
2727,16,23,27,2020-10-31
2728,62,19,32,2020-10-31
2729,5,1,29,2020-10-31
2730,14,15,27,2020-10-31
2731,59,23,26,2020-10-31
2732,69,4,26,2020-10-31
2733,8,13,50,2020-10-31
2734,13,4,15,2020-10-31
2735,17,15,42,2020-10-31
2736,65,8,41,2020-10-31
2737,11,6,18,2020-10-31
2738,50,10,42,2020-11-01
2739,52,13,47,2020-11-01
2740,40,4,25,2020-11-01
2741,51,17,45,2020-11-01
2742,14,8,20,2020-11-01
2743,3,18,43,2020-11-01
2744,53,30,24,2020-11-01
2745,44,15,14,2020-11-01
2746,55,31,4,2020-11-02
2747,5,1,30,2020-11-02
2748,55,29,12,2020-11-02
2749,89,8,39,2020-11-02
2750,19,14,36,2020-11-02
2751,55,8,39,2020-11-02
2752,50,28,32,2020-11-02
2753,8,8,22,2020-11-02
2754,2,14,24,2020-11-03
2755,55,31,15,2020-11-03
2756,77,4,43,2020-11-03
2757,81,10,16,2020-11-03
2758,13,16,27,2020-11-03
2759,16,9,17,2020-11-03
2760,3,3,19,2020-11-03
2761,8,2,42,2020-11-03
2762,5,11,4,2020-11-04
2763,6,27,27,2020-11-04
2764,36,6,1,2020-11-04
2765,4,14,26,2020-11-04
2766,24,28,40,2020-11-04
2767,3,20,45,2020-11-04
2768,8,16,3,2020-11-05
2769,57,6,49,2020-11-05
2770,21,10,43,2020-11-05
2771,81,28,43,2020-11-05
2772,33,5,40,2020-11-05
2773,5,18,12,2020-11-05
2774,8,9,33,2020-11-05
2775,72,12,22,2020-11-05
2776,1,9,17,2020-11-05
2777,5,17,10,2020-11-06
2778,19,26,49,2020-11-06
2779,51,21,40,2020-11-06
2780,37,9,38,2020-11-06
2781,51,18,24,2020-11-06
2782,27,3,17,2020-11-06
2783,8,3,47,2020-11-06
2784,31,15,47,2020-11-06
2785,62,22,4,2020-11-06
2786,1,1,50,2020-11-06
2787,98,20,16,2020-11-07
2788,31,11,24,2020-11-07
2789,16,7,21,2020-11-07
2790,26,8,23,2020-11-07
2791,18,9,30,2020-11-07
2792,76,15,13,2020-11-07
2793,47,17,18,2020-11-07
2794,5,1,4,2020-11-07
2795,36,27,5,2020-11-07
2796,85,15,21,2020-11-07
2797,3,1,2,2020-11-07
2798,62,23,35,2020-11-08
2799,11,27,8,2020-11-08
2800,26,13,20,2020-11-08
2801,92,8,35,2020-11-08
2802,66,27,26,2020-11-08
2803,31,14,11,2020-11-08
2804,52,8,35,2020-11-08
2805,5,1,23,2020-11-08
2806,91,28,12,2020-11-08
2807,1,3,6,2020-11-09
2808,5,11,5,2020-11-09
2809,39,4,15,2020-11-09
2810,5,6,30,2020-11-09
2811,2,11,42,2020-11-09
2812,43,18,26,2020-11-10
2813,16,24,50,2020-11-10
2814,3,19,49,2020-11-10
2815,3,27,29,2020-11-10
2816,16,18,44,2020-11-10
2817,85,9,10,2020-11-10
2818,58,18,31,2020-11-10
2819,5,11,38,2020-11-10
2820,47,15,6,2020-11-10
2821,28,16,41,2020-11-11
2822,39,8,17,2020-11-11
2823,35,27,12,2020-11-11
2824,40,1,8,2020-11-11
2825,50,15,3,2020-11-11
2826,75,3,1,2020-11-11
2827,73,20,27,2020-11-11
2828,100,8,31,2020-11-11
2829,5,27,2,2020-11-11
2830,17,8,39,2020-11-12
2831,63,14,40,2020-11-12
2832,94,2,6,2020-11-13
2833,8,14,24,2020-11-13
2834,6,9,16,2020-11-13
2835,39,6,18,2020-11-13
2836,5,16,12,2020-11-13
2837,97,23,50,2020-11-13
2838,16,5,2,2020-11-13
2839,87,3,35,2020-11-13
2840,34,15,18,2020-11-14
2841,26,1,4,2020-11-14
2842,11,27,3,2020-11-14
2843,5,17,20,2020-11-14
2844,8,24,4,2020-11-14
2845,41,8,5,2020-11-14
2846,11,4,42,2020-11-14
2847,50,27,15,2020-11-14
2848,8,8,33,2020-11-14
2849,62,27,38,2020-11-14
2850,13,13,6,2020-11-14
2851,5,17,8,2020-11-15
2852,26,10,37,2020-11-15
2853,94,8,15,2020-11-15
2854,5,22,14,2020-11-15
2855,63,9,15,2020-11-15
2856,73,18,2,2020-11-15
2857,10,14,5,2020-11-15
2858,13,15,42,2020-11-15
2859,16,19,4,2020-11-15
2860,52,28,44,2020-11-15
2861,44,12,38,2020-11-15
2862,30,3,14,2020-11-16
2863,1,28,32,2020-11-16
2864,55,15,18,2020-11-16
2865,3,28,12,2020-11-16
2866,27,4,33,2020-11-16
2867,32,8,9,2020-11-16
2868,93,27,36,2020-11-16
2869,5,4,31,2020-11-16
2870,26,27,23,2020-11-17
2871,8,15,17,2020-11-17
2872,5,18,30,2020-11-17
2873,84,12,10,2020-11-17
2874,42,13,13,2020-11-17
2875,65,9,22,2020-11-17
2876,46,28,43,2020-11-17
2877,32,1,24,2020-11-17
2878,55,6,38,2020-11-18
2879,3,13,26,2020-11-18
2880,71,15,42,2020-11-18
2881,84,3,25,2020-11-18
2882,29,1,7,2020-11-18
2883,5,4,18,2020-11-18
2884,26,11,24,2020-11-19
2885,16,12,1,2020-11-19
2886,10,14,14,2020-11-19
2887,27,13,12,2020-11-19
2888,14,10,13,2020-11-19
2889,88,7,30,2020-11-19
2890,63,4,41,2020-11-19
2891,3,14,17,2020-11-19
2892,92,8,33,2020-11-19
2893,18,13,35,2020-11-19
2894,8,27,13,2020-11-19
2895,95,13,7,2020-11-19
2896,55,31,50,2020-11-19
2897,55,13,37,2020-11-19
2898,55,31,21,2020-11-19
2899,32,30,39,2020-11-19
2900,61,9,48,2020-11-20
2901,21,6,30,2020-11-20
2902,16,30,10,2020-11-20
2903,85,1,16,2020-11-20
2904,1,6,26,2020-11-20
2905,5,3,19,2020-11-20
2906,52,9,43,2020-11-20
2907,26,16,21,2020-11-20
2908,68,8,36,2020-11-20
2909,27,27,12,2020-11-21
2910,97,6,1,2020-11-21
2911,52,4,14,2020-11-21
2912,26,9,17,2020-11-21
2913,73,2,22,2020-11-21
2914,13,28,32,2020-11-21
2915,8,26,34,2020-11-22
2916,94,19,40,2020-11-22
2917,44,4,32,2020-11-22
2918,51,30,46,2020-11-22
2919,13,4,13,2020-11-22
2920,74,17,46,2020-11-22
2921,100,20,40,2020-11-22
2922,63,9,2,2020-11-22
2923,3,29,15,2020-11-22
2924,93,2,24,2020-11-22
2925,10,17,11,2020-11-23
2926,13,30,8,2020-11-23
2927,13,1,9,2020-11-23
2928,68,12,18,2020-11-23
2929,52,1,16,2020-11-23
2930,39,28,40,2020-11-23
2931,50,28,44,2020-11-23
2932,76,16,40,2020-11-23
2933,19,8,10,2020-11-23
2934,42,6,8,2020-11-23
2935,6,16,48,2020-11-23
2936,16,28,4,2020-11-23
2937,30,9,38,2020-11-24
2938,55,30,29,2020-11-24
2939,94,30,42,2020-11-24
2940,56,13,48,2020-11-24
2941,80,16,50,2020-11-24
2942,66,1,23,2020-11-24
2943,2,4,5,2020-11-24
2944,1,2,46,2020-11-25
2945,8,4,7,2020-11-25
2946,50,3,6,2020-11-25
2947,42,23,25,2020-11-25
2948,78,4,40,2020-11-25
2949,56,25,37,2020-11-25
2950,82,10,50,2020-11-25
2951,52,30,34,2020-11-25
2952,8,28,38,2020-11-25
2953,43,3,6,2020-11-26
2954,5,18,27,2020-11-26
2955,26,24,23,2020-11-26
2956,50,16,49,2020-11-26
2957,90,25,34,2020-11-26
2958,9,7,13,2020-11-26
2959,39,8,39,2020-11-26
2960,3,27,3,2020-11-26
2961,36,17,18,2020-11-26
2962,65,19,43,2020-11-26
2963,79,28,13,2020-11-26
2964,55,1,50,2020-11-26
2965,55,20,29,2020-11-27
2966,26,12,24,2020-11-27
2967,16,15,36,2020-11-27
2968,55,20,23,2020-11-27
2969,10,1,38,2020-11-27
2970,48,24,7,2020-11-27
2971,39,19,2,2020-11-27
2972,36,24,28,2020-11-27
2973,27,10,36,2020-11-27
2974,50,1,42,2020-11-28
2975,57,26,24,2020-11-28
2976,18,23,11,2020-11-28
2977,5,31,20,2020-11-28
2978,13,27,23,2020-11-28
2979,14,5,45,2020-11-28
2980,75,1,10,2020-11-28
2981,23,30,49,2020-11-28
2982,91,28,19,2020-11-29
2983,87,27,31,2020-11-29
2984,7,7,41,2020-11-29
2985,38,27,32,2020-11-29
2986,50,1,33,2020-11-29
2987,16,28,21,2020-11-29
2988,71,1,8,2020-11-29
2989,26,6,33,2020-11-29
2990,70,9,34,2020-11-29
2991,32,28,23,2020-11-29
2992,32,11,25,2020-11-30
2993,16,16,9,2020-11-30
2994,78,3,11,2020-11-30
2995,16,8,31,2020-11-30
2996,67,14,2,2020-11-30
2997,52,28,12,2020-11-30
2998,78,14,13,2020-11-30
2999,34,9,44,2020-11-30
3000,5,6,21,2020-11-30
3001,26,4,19,2020-12-01
3002,23,9,47,2020-12-01
3003,69,14,47,2020-12-01
3004,75,3,1,2020-12-01
3005,29,10,9,2020-12-01
3006,41,30,32,2020-12-01
3007,5,12,14,2020-12-01
3008,25,1,16,2020-12-01
3009,5,2,13,2020-12-01
3010,5,13,17,2020-12-01
3011,25,31,41,2020-12-01
3012,10,16,27,2020-12-02
3013,81,5,29,2020-12-02
3014,29,16,18,2020-12-02
3015,23,10,40,2020-12-02
3016,16,5,24,2020-12-02
3017,70,3,11,2020-12-02
3018,5,10,20,2020-12-02
3019,43,14,14,2020-12-02
3020,19,13,2,2020-12-02
3021,88,23,50,2020-12-03
3022,56,29,32,2020-12-03
3023,90,1,34,2020-12-03
3024,82,4,11,2020-12-03
3025,8,14,40,2020-12-03
3026,19,13,13,2020-12-03
3027,85,1,34,2020-12-03
3028,66,16,21,2020-12-03
3029,7,21,9,2020-12-03
3030,5,25,8,2020-12-04
3031,2,13,1,2020-12-04
3032,24,27,33,2020-12-04
3033,16,18,34,2020-12-04
3034,2,3,25,2020-12-04
3035,19,18,17,2020-12-04
3036,96,19,3,2020-12-04
3037,87,10,36,2020-12-04
3038,55,18,19,2020-12-05
3039,34,31,22,2020-12-05
3040,5,4,46,2020-12-05
3041,63,15,47,2020-12-05
3042,26,16,5,2020-12-05
3043,42,5,1,2020-12-05
3044,15,20,8,2020-12-06
3045,29,2,43,2020-12-06
3046,29,23,8,2020-12-06
3047,60,16,13,2020-12-06
3048,74,12,40,2020-12-06
3049,6,3,19,2020-12-06
3050,45,6,28,2020-12-06
3051,69,13,41,2020-12-06
3052,26,5,32,2020-12-06
3053,13,13,30,2020-12-06
3054,19,15,39,2020-12-06
3055,16,31,46,2020-12-07
3056,94,18,32,2020-12-07
3057,19,20,48,2020-12-07
3058,23,6,46,2020-12-07
3059,54,17,19,2020-12-07
3060,45,4,36,2020-12-07
3061,14,2,32,2020-12-07
3062,55,23,20,2020-12-08
3063,21,10,3,2020-12-08
3064,26,8,36,2020-12-08
3065,3,14,32,2020-12-08
3066,13,27,45,2020-12-08
3067,74,17,13,2020-12-08
3068,45,19,14,2020-12-08
3069,100,15,14,2020-12-08
3070,8,12,47,2020-12-09
3071,8,13,33,2020-12-09
3072,76,21,34,2020-12-09
3073,72,11,33,2020-12-09
3074,11,26,22,2020-12-09
3075,88,13,12,2020-12-09
3076,87,28,14,2020-12-09
3077,25,18,46,2020-12-09
3078,5,15,27,2020-12-09
3079,18,16,15,2020-12-10
3080,16,12,2,2020-12-10
3081,36,12,49,2020-12-10
3082,8,15,14,2020-12-10
3083,5,8,39,2020-12-10
3084,24,23,7,2020-12-10
3085,26,19,20,2020-12-10
3086,86,17,24,2020-12-10
3087,29,23,7,2020-12-11
3088,26,26,27,2020-12-11
3089,40,13,34,2020-12-11
3090,16,5,50,2020-12-11
3091,55,3,10,2020-12-11
3092,5,31,29,2020-12-11
3093,44,6,20,2020-12-12
3094,2,15,38,2020-12-12
3095,63,9,40,2020-12-12
3096,70,6,5,2020-12-12
3097,11,1,37,2020-12-12
3098,16,4,32,2020-12-12
3099,90,28,49,2020-12-12
3100,84,15,31,2020-12-12
3101,18,28,34,2020-12-12
3102,14,26,33,2020-12-12
3103,93,23,20,2020-12-12
3104,4,13,23,2020-12-12
3105,5,28,14,2020-12-12
3106,25,14,32,2020-12-12
3107,2,4,17,2020-12-13
3108,8,15,22,2020-12-13
3109,69,23,44,2020-12-13
3110,40,15,41,2020-12-13
3111,8,18,10,2020-12-13
3112,79,28,23,2020-12-13
3113,5,15,5,2020-12-13
3114,41,17,37,2020-12-13
3115,5,19,17,2020-12-13
3116,5,7,6,2020-12-13
3117,45,6,1,2020-12-14
3118,81,28,4,2020-12-14
3119,7,9,49,2020-12-14
3120,26,8,11,2020-12-14
3121,17,10,2,2020-12-14
3122,23,2,34,2020-12-14
3123,67,6,46,2020-12-14
3124,57,20,3,2020-12-14
3125,19,3,4,2020-12-14
3126,95,31,33,2020-12-14
3127,100,6,20,2020-12-15
3128,5,1,2,2020-12-15
3129,55,1,35,2020-12-15
3130,62,10,29,2020-12-15
3131,26,15,46,2020-12-15
3132,5,1,21,2020-12-15
3133,82,1,7,2020-12-15
3134,31,15,19,2020-12-15
3135,58,12,24,2020-12-16
3136,5,31,5,2020-12-16
